article,word,n,total,tf,idf,tf_idf
Article 5,crises,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,crisis,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,crisis.given,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,cruelty,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,crystals,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,cubic,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,culpable,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,cultivated,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,cumulative,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,curb,1,3386,2.9533372711163615e-4,0.8754687373538999,2.5855544517244534e-4
Article 5,currently,1,3386,2.9533372711163615e-4,1.3862943611198906,4.0941948054338173e-4
Article 5,cycle,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,cyclones,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,damage.on,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,danger,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,dangling,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,dark,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,darkening,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,dart,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,daughter’s,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,day,1,3386,2.9533372711163615e-4,1.0986122886681098,3.244572618629976e-4
Article 5,deaths,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,debate,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,debt,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,decade,1,3386,2.9533372711163615e-4,0.4054651081081644,1.1974752159130666e-4
Article 5,decided,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,decision,1,3386,2.9533372711163615e-4,1.3862943611198906,4.0941948054338173e-4
Article 5,decisions,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,deep,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,defense,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,degree,1,3386,2.9533372711163615e-4,1.0986122886681098,3.244572618629976e-4
Article 5,degrees,1,3386,2.9533372711163615e-4,0.5389965007326869,1.5918384546151414e-4
Article 5,deities,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,delegate,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,delivered,1,3386,2.9533372711163615e-4,1.3862943611198906,4.0941948054338173e-4
Article 5,deplete,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,depleted,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,descended,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,described,1,3386,2.9533372711163615e-4,1.3862943611198906,4.0941948054338173e-4
Article 5,destroying,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,destruction,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,development,1,3386,2.9533372711163615e-4,0.5389965007326869,1.5918384546151414e-4
Article 5,disappearing,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,discussions,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,displaced,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,diverted,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,divide,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,divine,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,do,1,3386,2.9533372711163615e-4,0.1823215567939546,5.3845704900754456e-5
Article 5,does,1,3386,2.9533372711163615e-4,1.3862943611198906,4.0941948054338173e-4
Article 5,dollars,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,dome,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,domestic,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,done,1,3386,2.9533372711163615e-4,0.8754687373538999,2.5855544517244534e-4
Article 5,doubling,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,dragged,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,driver,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,droughts,1,3386,2.9533372711163615e-4,0.6931471805599453,2.0470974027169086e-4
Article 5,earlier,1,3386,2.9533372711163615e-4,0.5389965007326869,1.5918384546151414e-4
Article 5,earth’s,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,economic,1,3386,2.9533372711163615e-4,0.5389965007326869,1.5918384546151414e-4
Article 5,economies,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,economists,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,ecosystems,1,3386,2.9533372711163615e-4,1.3862943611198906,4.0941948054338173e-4
Article 5,education,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,effort,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,elsewhere,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,emerald,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,emergency,1,3386,2.9533372711163615e-4,1.3862943611198906,4.0941948054338173e-4
Article 5,emitter,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,emmanuel,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,endured,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,enele,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,enhance,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,enslaved,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,entire,1,3386,2.9533372711163615e-4,1.0986122886681098,3.244572618629976e-4
Article 5,environment,1,3386,2.9533372711163615e-4,1.0986122886681098,3.244572618629976e-4
Article 5,equate,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,equator,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,era,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,escaped,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,especially,1,3386,2.9533372711163615e-4,1.0986122886681098,3.244572618629976e-4
Article 5,established,1,3386,2.9533372711163615e-4,1.0986122886681098,3.244572618629976e-4
Article 5,estimated,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,event,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,eventually,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,everything,1,3386,2.9533372711163615e-4,1.0986122886681098,3.244572618629976e-4
Article 5,everywhere,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,exactly,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,excellent,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,excess,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,existential,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,expand,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,expected,1,3386,2.9533372711163615e-4,0.5389965007326869,1.5918384546151414e-4
Article 5,expense,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,experiments,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,explained,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,explaining,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,extensively,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,extreme,1,3386,2.9533372711163615e-4,0.8754687373538999,2.5855544517244534e-4
Article 5,eye,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,eyes,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,faced,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,faded,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,fading,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,failed,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,false,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,familiar,1,3386,2.9533372711163615e-4,1.3862943611198906,4.0941948054338173e-4
Article 5,families,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,fate,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,feared,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,federal,1,3386,2.9533372711163615e-4,1.0986122886681098,3.244572618629976e-4
Article 5,feel,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,feet,1,3386,2.9533372711163615e-4,1.3862943611198906,4.0941948054338173e-4
Article 5,fence,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,ferrying,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,fever,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,fiberglass,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,fields,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,figueroa,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,figured,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,filled,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,finally,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,financing,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,find,1,3386,2.9533372711163615e-4,0.5389965007326869,1.5918384546151414e-4
Article 5,flashed,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,fled,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,floated,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,flood,1,3386,2.9533372711163615e-4,1.3862943611198906,4.0941948054338173e-4
Article 5,flung,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,flying,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,fold,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,foliage,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,food,1,3386,2.9533372711163615e-4,1.3862943611198906,4.0941948054338173e-4
Article 5,footprint,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,formerly,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,forum,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,found,1,3386,2.9533372711163615e-4,1.0986122886681098,3.244572618629976e-4
Article 5,foundations,1,3386,2.9533372711163615e-4,1.3862943611198906,4.0941948054338173e-4
Article 5,fourteen,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,fourth,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,free,1,3386,2.9533372711163615e-4,1.3862943611198906,4.0941948054338173e-4
Article 5,fresh,1,3386,2.9533372711163615e-4,1.3862943611198906,4.0941948054338173e-4
Article 5,front,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,fueled,1,3386,2.9533372711163615e-4,1.3862943611198906,4.0941948054338173e-4
Article 5,fund,1,3386,2.9533372711163615e-4,1.0986122886681098,3.244572618629976e-4
Article 5,funding,1,3386,2.9533372711163615e-4,0.8754687373538999,2.5855544517244534e-4
Article 5,furniture,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,gases,1,3386,2.9533372711163615e-4,0.6931471805599453,2.0470974027169086e-4
Article 5,gently,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,glasgow,1,3386,2.9533372711163615e-4,1.3862943611198906,4.0941948054338173e-4
Article 5,go,1,3386,2.9533372711163615e-4,0.6931471805599453,2.0470974027169086e-4
Article 5,goals,1,3386,2.9533372711163615e-4,1.3862943611198906,4.0941948054338173e-4
Article 5,gone,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,gorgeous,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,government’s,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,grand,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,granted,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,gray,1,3386,2.9533372711163615e-4,1.3862943611198906,4.0941948054338173e-4
Article 5,gross,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,grow,1,3386,2.9533372711163615e-4,1.0986122886681098,3.244572618629976e-4
Article 5,gum,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,gutted,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,habitat,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,haiyan,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,handful,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,hands,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,hang,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,harjeet,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,harris,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,harrowing,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,hasn’t,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,hayhoe,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,head,1,3386,2.9533372711163615e-4,0.8754687373538999,2.5855544517244534e-4
Article 5,health,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,heard,1,3386,2.9533372711163615e-4,1.3862943611198906,4.0941948054338173e-4
Article 5,heights,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,held,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,her.before,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,historically,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,holding,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,hours,1,3386,2.9533372711163615e-4,1.3862943611198906,4.0941948054338173e-4
Article 5,houses,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,however,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,hundreds,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,hunger,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,huq,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,hurricanes.katharine,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,hypothesized,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,i’m,1,3386,2.9533372711163615e-4,1.3862943611198906,4.0941948054338173e-4
Article 5,i’ve,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,ice,1,3386,2.9533372711163615e-4,1.0986122886681098,3.244572618629976e-4
Article 5,if,1,3386,2.9533372711163615e-4,0.28768207245178085,8.496221868038419e-5
Article 5,igloo,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,imagining,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,imbalance,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,immense,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,impacts,1,3386,2.9533372711163615e-4,0.8754687373538999,2.5855544517244534e-4
Article 5,implicated,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,implication,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,inconclusive,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,increase,1,3386,2.9533372711163615e-4,0.6931471805599453,2.0470974027169086e-4
Article 5,increased,1,3386,2.9533372711163615e-4,0.6931471805599453,2.0470974027169086e-4
Article 5,increases,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,indeed,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,indicating,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,inescapably,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,inevitable,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,inextricably,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,inflicted,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,inflicting,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,injuries,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,instead,1,3386,2.9533372711163615e-4,0.8754687373538999,2.5855544517244534e-4
Article 5,intensified,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,intensify,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,intensifying,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,interested,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,internalized,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,interview,1,3386,2.9533372711163615e-4,0.6931471805599453,2.0470974027169086e-4
Article 5,introduced,1,3386,2.9533372711163615e-4,1.3862943611198906,4.0941948054338173e-4
Article 5,involve,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,irving,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,issues,1,3386,2.9533372711163615e-4,1.3862943611198906,4.0941948054338173e-4
Article 5,jeopardizing,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,john,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,joint,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,juncture,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,kamala,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,katherine,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,keep,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,kill,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,killing,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,kiribati,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,kitchen,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,know,1,3386,2.9533372711163615e-4,1.3862943611198906,4.0941948054338173e-4
Article 5,known,1,3386,2.9533372711163615e-4,1.3862943611198906,4.0941948054338173e-4
Article 5,knows,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,lacerated,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,land’s,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,lands,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,langmuir,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,langmuir’s,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,larger,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,last,1,3386,2.9533372711163615e-4,0.0870113769896297,2.5697394267462995e-5
Article 5,later,1,3386,2.9533372711163615e-4,0.6931471805599453,2.0470974027169086e-4
Article 5,lay,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,leaders,1,3386,2.9533372711163615e-4,0.4054651081081644,1.1974752159130666e-4
Article 5,leak,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,legend,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,legs,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,level,1,3386,2.9533372711163615e-4,1.0986122886681098,3.244572618629976e-4
Article 5,lighting,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,lightning,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,literally,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,lived,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,livelihoods,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,look,1,3386,2.9533372711163615e-4,0.8754687373538999,2.5855544517244534e-4
Article 5,looking,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,lucky,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,lying,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,making,1,3386,2.9533372711163615e-4,0.8754687373538999,2.5855544517244534e-4
Article 5,maldives,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,manage,1,3386,2.9533372711163615e-4,1.3862943611198906,4.0941948054338173e-4
Article 5,managed,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,management,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,mandates,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,mangled,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,mangrove,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,mangroves,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,marred,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,marshall,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,massive,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,matthew,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,meaningful,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,measuring,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,mechanisms,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,meet,1,3386,2.9533372711163615e-4,0.5389965007326869,1.5918384546151414e-4
Article 5,meeting,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,member,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,mercy,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,mile,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,mind,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,minimum,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,ministry,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,miracle,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,missing,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,missing.the,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,mobilized,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,mold,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,moment,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,money,1,3386,2.9533372711163615e-4,0.6931471805599453,2.0470974027169086e-4
Article 5,mummy,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,must,1,3386,2.9533372711163615e-4,0.8754687373538999,2.5855544517244534e-4
Article 5,nadine,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,named,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,narrative,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,nassau,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,nation,1,3386,2.9533372711163615e-4,1.3862943611198906,4.0941948054338173e-4
Article 5,nation’s,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,national,1,3386,2.9533372711163615e-4,0.6931471805599453,2.0470974027169086e-4
Article 5,nature,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,neck,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,negotiations,1,3386,2.9533372711163615e-4,1.3862943611198906,4.0941948054338173e-4
Article 5,negotiations.at,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
Article 5,neighborhoods,1,3386,2.9533372711163615e-4,1.791759469228055,5.291670021346884e-4
Article 5,network,1,3386,2.9533372711163615e-4,2.4849066497880004,7.338767424063793e-4
