"","articles","word","n","total","tf","idf","tf_idf"
"2384","LATimes7","surveyed",1,651,0.00301204819277108,2.30258509299405,0.00693549726805436
"2385","LATimes7","tag",1,651,0.00301204819277108,2.30258509299405,0.00693549726805436
"2386","LATimes7","tax",1,651,0.00301204819277108,2.30258509299405,0.00693549726805436
"2387","LATimes7","threat",1,651,0.00301204819277108,0.916290731874155,0.00275991184299444
"2388","LATimes7","tie",1,651,0.00301204819277108,2.30258509299405,0.00693549726805436
"2389","LATimes7","tied",1,651,0.00301204819277108,1.20397280432594,0.00362642410941547
"2390","LATimes7","time",1,651,0.00301204819277108,0.105360515657826,0.000317350950776585
"2391","LATimes7","tomorrow",1,651,0.00301204819277108,2.30258509299405,0.00693549726805436
"2392","LATimes7","tops",1,651,0.00301204819277108,2.30258509299405,0.00693549726805436
"2393","LATimes7","transition",1,651,0.00301204819277108,2.30258509299405,0.00693549726805436
"2394","LATimes7","transitions",1,651,0.00301204819277108,2.30258509299405,0.00693549726805436
"2395","LATimes7","unclear",1,651,0.00301204819277108,2.30258509299405,0.00693549726805436
"2396","LATimes7","universal",1,651,0.00301204819277108,2.30258509299405,0.00693549726805436
"2397","LATimes7","unnecessary",1,651,0.00301204819277108,2.30258509299405,0.00693549726805436
"2398","LATimes7","urged",1,651,0.00301204819277108,1.6094379124341,0.0048477045555244
"2399","LATimes7","vice",1,651,0.00301204819277108,2.30258509299405,0.00693549726805436
"2400","LATimes7","visited",1,651,0.00301204819277108,2.30258509299405,0.00693549726805436
"2401","LATimes7","w.va",1,651,0.00301204819277108,2.30258509299405,0.00693549726805436
"2402","LATimes7","warming",1,651,0.00301204819277108,0.356674943938732,0.00107432212029739
"2403","LATimes7","washington",1,651,0.00301204819277108,1.20397280432594,0.00362642410941547
"2404","LATimes7","wealthy",1,651,0.00301204819277108,2.30258509299405,0.00693549726805436
"2405","LATimes7","week",1,651,0.00301204819277108,0.916290731874155,0.00275991184299444
"2406","LATimes7","weeks",1,651,0.00301204819277108,1.6094379124341,0.0048477045555244
"2407","LATimes7","western",1,651,0.00301204819277108,0.916290731874155,0.00275991184299444
"2408","LATimes7","wind",1,651,0.00301204819277108,1.20397280432594,0.00362642410941547
"2409","LATimes7","writing",1,651,0.00301204819277108,2.30258509299405,0.00693549726805436
"2410","LATimes7","york",1,651,0.00301204819277108,2.30258509299405,0.00693549726805436
"2411","LATimes8","1,065",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2412","LATimes8","1.6",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2413","LATimes8","10",1,1088,0.00173611111111111,1.20397280432594,0.00209023056306586
"2414","LATimes8","12",1,1088,0.00173611111111111,0.693147180559945,0.00120338052180546
"2415","LATimes8","19",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2416","LATimes8","2020",1,1088,0.00173611111111111,0.693147180559945,0.00120338052180546
"2417","LATimes8","318",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2418","LATimes8","4",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2419","LATimes8","40",1,1088,0.00173611111111111,1.20397280432594,0.00209023056306586
"2420","LATimes8","475",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2421","LATimes8","9",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2422","LATimes8","advocates",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2423","LATimes8","affected",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2424","LATimes8","allocated",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2425","LATimes8","americans",1,1088,0.00173611111111111,1.20397280432594,0.00209023056306586
"2426","LATimes8","analyst",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2427","LATimes8","analysts",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2428","LATimes8","annual",1,1088,0.00173611111111111,0.916290731874155,0.00159078252061485
"2429","LATimes8","attributable",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2430","LATimes8","average",1,1088,0.00173611111111111,0.916290731874155,0.00159078252061485
"2431","LATimes8","average.colorado",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2432","LATimes8","beginning",1,1088,0.00173611111111111,0.916290731874155,0.00159078252061485
"2433","LATimes8","biggest",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2434","LATimes8","blazes",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2435","LATimes8","boating",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2436","LATimes8","border",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2437","LATimes8","bottom",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2438","LATimes8","brad",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2439","LATimes8","builds",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2440","LATimes8","bureau",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2441","LATimes8","burned",1,1088,0.00173611111111111,1.20397280432594,0.00209023056306586
"2442","LATimes8","buying",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2443","LATimes8","california's",1,1088,0.00173611111111111,1.20397280432594,0.00209023056306586
"2444","LATimes8","call",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2445","LATimes8","canary",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2446","LATimes8","categorized",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2447","LATimes8","caused",1,1088,0.00173611111111111,1.20397280432594,0.00209023056306586
"2448","LATimes8","center.although",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2449","LATimes8","center.there",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2450","LATimes8","chance",1,1088,0.00173611111111111,1.20397280432594,0.00209023056306586
"2451","LATimes8","characterized",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2452","LATimes8","classified",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2453","LATimes8","climatologist",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2454","LATimes8","cloaked",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2455","LATimes8","coal",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2456","LATimes8","common",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2457","LATimes8","compared",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2458","LATimes8","compounding",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2459","LATimes8","conducive",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2460","LATimes8","connection",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2461","LATimes8","contingency",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2462","LATimes8","contributed",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2463","LATimes8","country",1,1088,0.00173611111111111,1.20397280432594,0.00209023056306586
"2464","LATimes8","country's",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2465","LATimes8","covid",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2466","LATimes8","create",1,1088,0.00173611111111111,1.20397280432594,0.00209023056306586
"2467","LATimes8","creates",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2468","LATimes8","current",1,1088,0.00173611111111111,1.20397280432594,0.00209023056306586
"2469","LATimes8","curtis",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2470","LATimes8","daily",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2471","LATimes8","dakota",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2472","LATimes8","dams.here's",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2473","LATimes8","days",1,1088,0.00173611111111111,0.916290731874155,0.00159078252061485
"2474","LATimes8","days.drought",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2475","LATimes8","declining",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2476","LATimes8","deepti",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2477","LATimes8","deficits",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2478","LATimes8","defines",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2479","LATimes8","deforestation",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2480","LATimes8","degrees",1,1088,0.00173611111111111,0.916290731874155,0.00159078252061485
"2481","LATimes8","department",1,1088,0.00173611111111111,0.916290731874155,0.00159078252061485
"2482","LATimes8","destroyed",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2483","LATimes8","dictate",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2484","LATimes8","dictated",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2485","LATimes8","difficult",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2486","LATimes8","disappointed",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2487","LATimes8","dries",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2488","LATimes8","drought.montana",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2489","LATimes8","economic",1,1088,0.00173611111111111,0.916290731874155,0.00159078252061485
"2490","LATimes8","effects",1,1088,0.00173611111111111,0.510825623765991,0.0008868500412604
"2491","LATimes8","electricity",1,1088,0.00173611111111111,1.20397280432594,0.00209023056306586
"2492","LATimes8","elevations",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2493","LATimes8","emergencies",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2494","LATimes8","emergency",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2495","LATimes8","emitting",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2496","LATimes8","empty",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2497","LATimes8","encourage",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2498","LATimes8","endangering",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2499","LATimes8","escalated",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2500","LATimes8","evacuate",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2501","LATimes8","evaporation",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2502","LATimes8","exacerbates",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2503","LATimes8","experiencing",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2504","LATimes8","facing",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2505","LATimes8","fahrenheit",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2506","LATimes8","falls",1,1088,0.00173611111111111,1.20397280432594,0.00209023056306586
"2507","LATimes8","farmland.both",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2508","LATimes8","federal",1,1088,0.00173611111111111,0.916290731874155,0.00159078252061485
"2509","LATimes8","feet",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2510","LATimes8","fire",1,1088,0.00173611111111111,1.20397280432594,0.00209023056306586
"2511","LATimes8","fish",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2512","LATimes8","flammable",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2513","LATimes8","force",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2514","LATimes8","forcing",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2515","LATimes8","forecast",1,1088,0.00173611111111111,0.916290731874155,0.00159078252061485
"2516","LATimes8","forest",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2517","LATimes8","forestry",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2518","LATimes8","forests",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2519","LATimes8","forever",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2520","LATimes8","fossil",1,1088,0.00173611111111111,0.693147180559945,0.00120338052180546
"2521","LATimes8","fuels",1,1088,0.00173611111111111,1.20397280432594,0.00209023056306586
"2522","LATimes8","function",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2523","LATimes8","gases.some",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2524","LATimes8","government",1,1088,0.00173611111111111,0.916290731874155,0.00159078252061485
"2525","LATimes8","greenhouse",1,1088,0.00173611111111111,1.20397280432594,0.00209023056306586
"2526","LATimes8","ground",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2527","LATimes8","growth",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2528","LATimes8","half",1,1088,0.00173611111111111,1.20397280432594,0.00209023056306586
"2529","LATimes8","happening",1,1088,0.00173611111111111,1.20397280432594,0.00209023056306586
"2530","LATimes8","historic",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2531","LATimes8","hit",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2532","LATimes8","hold",1,1088,0.00173611111111111,1.20397280432594,0.00209023056306586
"2533","LATimes8","homes",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2534","LATimes8","hydroelectric",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2535","LATimes8","illinois",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2536","LATimes8","include",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2537","LATimes8","increase",1,1088,0.00173611111111111,1.20397280432594,0.00209023056306586
"2538","LATimes8","increased",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2539","LATimes8","indication",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2540","LATimes8","industries",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2541","LATimes8","industry",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2542","LATimes8","intergovernmental",1,1088,0.00173611111111111,1.20397280432594,0.00209023056306586
"2543","LATimes8","john",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2544","LATimes8","killing",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2545","LATimes8","largest",1,1088,0.00173611111111111,0.916290731874155,0.00159078252061485
"2546","LATimes8","lasts",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2547","LATimes8","launch",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2548","LATimes8","leading",1,1088,0.00173611111111111,0.916290731874155,0.00159078252061485
"2549","LATimes8","levels.lake",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2550","LATimes8","life",1,1088,0.00173611111111111,1.20397280432594,0.00209023056306586
"2551","LATimes8","lifeblood",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2552","LATimes8","lincoln's",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2553","LATimes8","lincoln.a",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2554","LATimes8","lingering",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2555","LATimes8","lists",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2556","LATimes8","loss",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2557","LATimes8","lot",1,1088,0.00173611111111111,0.916290731874155,0.00159078252061485
"2558","LATimes8","lowmillions",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2559","LATimes8","major",1,1088,0.00173611111111111,0.693147180559945,0.00120338052180546
"2560","LATimes8","map",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2561","LATimes8","maximum",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2562","LATimes8","meaning",1,1088,0.00173611111111111,1.20397280432594,0.00209023056306586
"2563","LATimes8","means",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2564","LATimes8","measured",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2565","LATimes8","meat",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2566","LATimes8","megadrought",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2567","LATimes8","meteorological",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2568","LATimes8","meteorologist",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2569","LATimes8","mexico",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2570","LATimes8","mine",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2571","LATimes8","mirror",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2572","LATimes8","mitigation",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2573","LATimes8","mix",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2574","LATimes8","moderate",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2575","LATimes8","monitor",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2576","LATimes8","mountains",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2577","LATimes8","multiple",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2578","LATimes8","national",1,1088,0.00173611111111111,0.510825623765991,0.0008868500412604
"2579","LATimes8","nations",1,1088,0.00173611111111111,0.916290731874155,0.00159078252061485
"2580","LATimes8","nationwide",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2581","LATimes8","nationwide.for",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2582","LATimes8","natural",1,1088,0.00173611111111111,1.20397280432594,0.00209023056306586
"2583","LATimes8","nonprofit",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2584","LATimes8","normal",1,1088,0.00173611111111111,0.916290731874155,0.00159078252061485
"2585","LATimes8","north",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2586","LATimes8","northern",1,1088,0.00173611111111111,1.20397280432594,0.00209023056306586
"2587","LATimes8","northwest",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2588","LATimes8","occur",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2589","LATimes8","occurs",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2590","LATimes8","ocean",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2591","LATimes8","organization",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2592","LATimes8","overstocked",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2593","LATimes8","panel",1,1088,0.00173611111111111,1.20397280432594,0.00209023056306586
"2594","LATimes8","parched",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2595","LATimes8","percentile",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2596","LATimes8","persisting",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2597","LATimes8","plan",1,1088,0.00173611111111111,0.916290731874155,0.00159078252061485
"2598","LATimes8","plants",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2599","LATimes8","play",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2600","LATimes8","policy",1,1088,0.00173611111111111,1.20397280432594,0.00209023056306586
"2601","LATimes8","population",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2602","LATimes8","power",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2603","LATimes8","prediction",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2604","LATimes8","previous",1,1088,0.00173611111111111,0.916290731874155,0.00159078252061485
"2605","LATimes8","processing",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2606","LATimes8","production",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2607","LATimes8","public",1,1088,0.00173611111111111,0.916290731874155,0.00159078252061485
"2608","LATimes8","purpose",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2609","LATimes8","pushed",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2610","LATimes8","quality.the",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2611","LATimes8","raised",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2612","LATimes8","ramps",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2613","LATimes8","rapidly",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2614","LATimes8","read",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2615","LATimes8","receive",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2616","LATimes8","recent",1,1088,0.00173611111111111,0.916290731874155,0.00159078252061485
"2617","LATimes8","reclamation",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2618","LATimes8","recover",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2619","LATimes8","region",1,1088,0.00173611111111111,0.916290731874155,0.00159078252061485
"2620","LATimes8","relies",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2621","LATimes8","report",1,1088,0.00173611111111111,0.693147180559945,0.00120338052180546
"2622","LATimes8","researchers",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2623","LATimes8","resource",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2624","LATimes8","resources",1,1088,0.00173611111111111,1.20397280432594,0.00209023056306586
"2625","LATimes8","responded",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2626","LATimes8","restrictions",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2627","LATimes8","resulted",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2628","LATimes8","richard",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2629","LATimes8","ripple",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2630","LATimes8","risk",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2631","LATimes8","riskdryness",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2632","LATimes8","role",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2633","LATimes8","said.while",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2634","LATimes8","scientist",1,1088,0.00173611111111111,1.20397280432594,0.00209023056306586
"2635","LATimes8","season",1,1088,0.00173611111111111,0.916290731874155,0.00159078252061485
"2636","LATimes8","seattle",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2637","LATimes8","sectors",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2638","LATimes8","serves",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2639","LATimes8","shortage",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2640","LATimes8","shortages",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2641","LATimes8","similar",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2642","LATimes8","singh",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2643","LATimes8","situation",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2644","LATimes8","slowing",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2645","LATimes8","smoke",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2646","LATimes8","snowpack.the",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2647","LATimes8","spark",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2648","LATimes8","spot",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2649","LATimes8","spread",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2650","LATimes8","spread.in",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2651","LATimes8","staff",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2652","LATimes8","start",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2653","LATimes8","straight",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2654","LATimes8","stretch",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2655","LATimes8","struck",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2656","LATimes8","summer",1,1088,0.00173611111111111,0.693147180559945,0.00120338052180546
"2657","LATimes8","suppression",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2658","LATimes8","surged",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2659","LATimes8","tens",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2660","LATimes8","term",1,1088,0.00173611111111111,0.916290731874155,0.00159078252061485
"2661","LATimes8","thick",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2662","LATimes8","thirds",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2663","LATimes8","time",1,1088,0.00173611111111111,0.105360515657826,0.000182917561905949
"2664","LATimes8","times",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2665","LATimes8","tough",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2666","LATimes8","tourism",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2667","LATimes8","tourists",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2668","LATimes8","trees",1,1088,0.00173611111111111,1.20397280432594,0.00209023056306586
"2669","LATimes8","trends.berggren",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2670","LATimes8","true",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2671","LATimes8","types",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2672","LATimes8","u.n",1,1088,0.00173611111111111,1.20397280432594,0.00209023056306586
"2673","LATimes8","unequivocally",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2674","LATimes8","united",1,1088,0.00173611111111111,0.693147180559945,0.00120338052180546
"2675","LATimes8","unsustainable",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2676","LATimes8","usual",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2677","LATimes8","vegetation",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2678","LATimes8","versus",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2679","LATimes8","visit",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2680","LATimes8","wavesmuch",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2681","LATimes8","weekly",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2682","LATimes8","weeks.washington",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2683","LATimes8","widespread",1,1088,0.00173611111111111,1.20397280432594,0.00209023056306586
"2684","LATimes8","winter",1,1088,0.00173611111111111,1.20397280432594,0.00209023056306586
"2685","LATimes8","world",1,1088,0.00173611111111111,0.510825623765991,0.0008868500412604
"2686","LATimes8","worried",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2687","LATimes8","worsened",1,1088,0.00173611111111111,1.6094379124341,0.00279416304242031
"2688","LATimes8","worth",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2689","LATimes8","writer",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2690","LATimes8","year.a",1,1088,0.00173611111111111,2.30258509299405,0.00399754356422577
"2691","LATimes9","1",1,1279,0.00166112956810631,0.916290731874155,0.00152207762769793
"2692","LATimes9","2,048,883",1,1279,0.00166112956810631,2.30258509299405,0.00382489218105323
"2693","LATimes9","2018",1,1279,0.00166112956810631,2.30258509299405,0.00382489218105323
"2694","LATimes9","2021",1,1279,0.00166112956810631,0.916290731874155,0.00152207762769793
"2695","LATimes9","2022",1,1279,0.00166112956810631,1.6094379124341,0.00267348490437558
"2696","LATimes9","217,000",1,1279,0.00166112956810631,2.30258509299405,0.00382489218105323
"2697","LATimes9","3",1,1279,0.00166112956810631,1.6094379124341,0.00267348490437558
